Training Log
20241120_184243
-----------
Configuration: c:\Users\rasmu\OneDrive\Skrivebord\Dev\NN cartrack\config.py

Training Metrics
---------------
Configuration Items
--------------------
torch: <module 'torch' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\torch\\__init__.py'>
np: <module 'numpy' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\numpy\\__init__.py'>
DEVICE: cuda
TRACK_LENGTH: 300
TRACK_WIDTH: 50
MAX_TIMESTEPS: 1100
BORDER_THRESHOLD: 10.0
OBSTACLE_THRESHOLD: 1.0
OBSTACLES: [{'center': array([150.,  25.], dtype=float32), 'size': array([50., 30.], dtype=float32)}, {'center': array([225.,  45.], dtype=float32), 'size': array([30., 20.], dtype=float32)}, {'center': array([225.,   5.], dtype=float32), 'size': array([30., 20.], dtype=float32)}]
LEARNING_RATE: 0.0005
BATCH_SIZE: 64
GAMMA: 0.98
EPS_START: 1.0
EPS_END: 0.1
EPS_DECAY: 1500
TARGET_UPDATE: 5
MEMORY_CAPACITY: 30000
NUM_EPISODES: 1500
MAX_SPEED: 4.0
ACCELERATION: 0.9
STEERING: 0.8
HIDDEN_LAYERS: {256, 128}
REWARD_GOAL: 200000
PENALTY_OFF_TRACK: -1000
PENALTY_OBSTACLE: -900
PENALTY_BORDER: -300
PENALTY_BACKWARDS: -100
PENALTY_TIME_LIMIT: -25
DELTA_X_REWARD_FACTOR: 2500
TIME_PENALTY: -1500
STATE_SIZE: 12
ACTION_SIZE: 4
PROCENTAGE_TO_DRAW: 0.9
DRAW_BEST_TRAJECTORIES: 1351

Training Progress
-----------------
Episode 1: Reward = 3350.00, Avg Reward (100) = 0.00, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 6.84, Steps = 4, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -200.00
Episode 12: Reward = 20307.64, Avg Reward (100) = 77285.37, Epsilon = 0.993, Avg Loss = 4307.4103, Max Q-Value = 4896.14, Steps = 11, Reward Breakdown -> Delta_x Reward: 6107.64, Border Penalty: 800.00, Obstacle Penalty: -550.00
Episode 13: Reward = -1000.00, Avg Reward (100) = 72537.22, Epsilon = 0.992, Avg Loss = 4239.0332, Max Q-Value = 4933.47, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 14: Reward = 450.00, Avg Reward (100) = 66880.51, Epsilon = 0.992, Avg Loss = 3995.3124, Max Q-Value = 5065.67, Steps = 2, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -100.00
Episode 15: Reward = -1000.00, Avg Reward (100) = 62135.48, Epsilon = 0.991, Avg Loss = 4162.0776, Max Q-Value = 5125.64, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 16: Reward = 144109.39, Avg Reward (100) = 57926.44, Epsilon = 0.990, Avg Loss = 3122.6068, Max Q-Value = 6984.09, Steps = 30, Reward Breakdown -> Delta_x Reward: 97474.24, Border Penalty: 9350.94, Obstacle Penalty: -1690.76
Episode 17: Reward = -1000.00, Avg Reward (100) = 63312.88, Epsilon = 0.990, Avg Loss = 4704.8730, Max Q-Value = 7656.91, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 18: Reward = 77942.81, Avg Reward (100) = 59529.77, Epsilon = 0.989, Avg Loss = 4405.5375, Max Q-Value = 9128.44, Steps = 15, Reward Breakdown -> Delta_x Reward: 58888.02, Border Penalty: 11565.95, Obstacle Penalty: -910.68
Episode 19: Reward = -1000.00, Avg Reward (100) = 60552.71, Epsilon = 0.989, Avg Loss = 4279.8369, Max Q-Value = 9317.86, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 20: Reward = 450.00, Avg Reward (100) = 57313.10, Epsilon = 0.988, Avg Loss = 3603.0835, Max Q-Value = 9537.21, Steps = 2, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -100.00
Episode 21: Reward = 8587.50, Avg Reward (100) = 54469.94, Epsilon = 0.987, Avg Loss = 3282.0121, Max Q-Value = 10325.36, Steps = 6, Reward Breakdown -> Delta_x Reward: 2137.50, Border Penalty: 300.00, Obstacle Penalty: -300.00
Episode 22: Reward = 80993.09, Avg Reward (100) = 52285.06, Epsilon = 0.987, Avg Loss = 4602.3262, Max Q-Value = 12236.67, Steps = 16, Reward Breakdown -> Delta_x Reward: 55479.31, Border Penalty: 12467.19, Obstacle Penalty: -1029.94
Episode 23: Reward = -1000.00, Avg Reward (100) = 53589.98, Epsilon = 0.986, Avg Loss = 3708.6182, Max Q-Value = 12495.05, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 24: Reward = 139872.58, Avg Reward (100) = 51216.50, Epsilon = 0.986, Avg Loss = 3093.8340, Max Q-Value = 14746.21, Steps = 25, Reward Breakdown -> Delta_x Reward: 95001.99, Border Penalty: 18451.21, Obstacle Penalty: -1561.61
Episode 25: Reward = -1000.00, Avg Reward (100) = 54910.50, Epsilon = 0.985, Avg Loss = 3120.3535, Max Q-Value = 15750.81, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 26: Reward = -1000.00, Avg Reward (100) = 52674.08, Epsilon = 0.984, Avg Loss = 2815.2271, Max Q-Value = 15810.62, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 27: Reward = -1000.00, Avg Reward (100) = 50609.69, Epsilon = 0.984, Avg Loss = 5879.2866, Max Q-Value = 15848.25, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 28: Reward = 78072.01, Avg Reward (100) = 48698.22, Epsilon = 0.983, Avg Loss = 5562.2877, Max Q-Value = 17389.46, Steps = 15, Reward Breakdown -> Delta_x Reward: 55177.56, Border Penalty: 10334.31, Obstacle Penalty: -833.09
Episode 29: Reward = 164113.92, Avg Reward (100) = 49747.29, Epsilon = 0.983, Avg Loss = 3707.9141, Max Q-Value = 19735.94, Steps = 32, Reward Breakdown -> Delta_x Reward: 105663.84, Border Penalty: 17804.74, Obstacle Penalty: -1798.29
Episode 30: Reward = -1000.00, Avg Reward (100) = 53690.96, Epsilon = 0.982, Avg Loss = 3173.9661, Max Q-Value = 21593.31, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 31: Reward = 162278.56, Avg Reward (100) = 51867.93, Epsilon = 0.981, Avg Loss = 3088.5130, Max Q-Value = 21564.09, Steps = 42, Reward Breakdown -> Delta_x Reward: 102107.16, Border Penalty: 9385.66, Obstacle Penalty: -2329.82
Episode 32: Reward = -1000.00, Avg Reward (100) = 55429.57, Epsilon = 0.981, Avg Loss = 6991.4194, Max Q-Value = 20753.05, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 33: Reward = -1000.00, Avg Reward (100) = 53666.14, Epsilon = 0.980, Avg Loss = 6494.2451, Max Q-Value = 20778.73, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 34: Reward = -1000.00, Avg Reward (100) = 52009.59, Epsilon = 0.980, Avg Loss = 6642.3057, Max Q-Value = 20822.87, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 35: Reward = 359469.06, Avg Reward (100) = 50450.49, Epsilon = 0.979, Avg Loss = 4669.2119, Max Q-Value = 20957.54, Steps = 44, Reward Breakdown -> Delta_x Reward: 283131.88, Border Penalty: 24616.51, Obstacle Penalty: -2839.95
Episode 36: Reward = 239021.27, Avg Reward (100) = 59279.59, Epsilon = 0.978, Avg Loss = 4016.4956, Max Q-Value = 26839.52, Steps = 29, Reward Breakdown -> Delta_x Reward: 183768.38, Border Penalty: 20636.03, Obstacle Penalty: -1880.26
Episode 37: Reward = 126194.66, Avg Reward (100) = 64272.41, Epsilon = 0.978, Avg Loss = 5430.0089, Max Q-Value = 29447.06, Steps = 30, Reward Breakdown -> Delta_x Reward: 70095.25, Border Penalty: 18461.28, Obstacle Penalty: -1665.48
Episode 38: Reward = 77374.41, Avg Reward (100) = 65945.99, Epsilon = 0.977, Avg Loss = 4141.9738, Max Q-Value = 31863.31, Steps = 15, Reward Breakdown -> Delta_x Reward: 50214.40, Border Penalty: 13040.26, Obstacle Penalty: -854.76
Episode 39: Reward = 1900.00, Avg Reward (100) = 66246.73, Epsilon = 0.977, Avg Loss = 4320.4723, Max Q-Value = 31155.20, Steps = 3, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -150.00
Episode 40: Reward = 22308.95, Avg Reward (100) = 64596.82, Epsilon = 0.976, Avg Loss = 3701.4751, Max Q-Value = 30926.12, Steps = 10, Reward Breakdown -> Delta_x Reward: 9858.95, Border Penalty: 500.00, Obstacle Penalty: -500.00
Episode 41: Reward = -1000.00, Avg Reward (100) = 63539.62, Epsilon = 0.975, Avg Loss = 5281.3857, Max Q-Value = 30477.67, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 42: Reward = -1000.00, Avg Reward (100) = 61965.48, Epsilon = 0.975, Avg Loss = 7550.3838, Max Q-Value = 30499.87, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 43: Reward = 4137.50, Avg Reward (100) = 60466.31, Epsilon = 0.974, Avg Loss = 6235.8553, Max Q-Value = 30646.59, Steps = 3, Reward Breakdown -> Delta_x Reward: 2137.50, Border Penalty: 200.00, Obstacle Penalty: -150.00
Episode 44: Reward = 450.00, Avg Reward (100) = 59156.33, Epsilon = 0.974, Avg Loss = 6752.3308, Max Q-Value = 30903.62, Steps = 2, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -100.00
Episode 45: Reward = 25124.82, Avg Reward (100) = 57822.10, Epsilon = 0.973, Avg Loss = 6363.6913, Max Q-Value = 32666.50, Steps = 11, Reward Breakdown -> Delta_x Reward: 11324.82, Border Penalty: 500.00, Obstacle Penalty: -700.00
Episode 46: Reward = 76043.10, Avg Reward (100) = 57095.49, Epsilon = 0.972, Avg Loss = 4433.9048, Max Q-Value = 35583.68, Steps = 25, Reward Breakdown -> Delta_x Reward: 41659.52, Border Penalty: 900.00, Obstacle Penalty: -1516.41
Episode 47: Reward = -1000.00, Avg Reward (100) = 57507.40, Epsilon = 0.972, Avg Loss = 7498.5117, Max Q-Value = 36146.10, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 48: Reward = 450.00, Avg Reward (100) = 56262.56, Epsilon = 0.971, Avg Loss = 7090.7761, Max Q-Value = 36088.81, Steps = 2, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -100.00
Episode 49: Reward = 1900.00, Avg Reward (100) = 55099.80, Epsilon = 0.971, Avg Loss = 7386.9168, Max Q-Value = 36100.71, Steps = 3, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -150.00
Episode 50: Reward = 1900.00, Avg Reward (100) = 54014.09, Epsilon = 0.970, Avg Loss = 8673.8421, Max Q-Value = 36447.04, Steps = 3, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -150.00
Episode 51: Reward = -1000.00, Avg Reward (100) = 52971.81, Epsilon = 0.969, Avg Loss = 6439.1465, Max Q-Value = 36561.45, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 52: Reward = 120038.72, Avg Reward (100) = 51913.54, Epsilon = 0.969, Avg Loss = 6144.1620, Max Q-Value = 40732.05, Steps = 36, Reward Breakdown -> Delta_x Reward: 63026.84, Border Penalty: 10778.50, Obstacle Penalty: -1927.19
Episode 53: Reward = -1000.00, Avg Reward (100) = 53223.63, Epsilon = 0.968, Avg Loss = 5740.5034, Max Q-Value = 41918.49, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 54: Reward = 1900.00, Avg Reward (100) = 52200.55, Epsilon = 0.968, Avg Loss = 4741.4137, Max Q-Value = 41832.01, Steps = 3, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -150.00
Episode 55: Reward = 192688.42, Avg Reward (100) = 51269.06, Epsilon = 0.967, Avg Loss = 5348.9611, Max Q-Value = 41567.49, Steps = 33, Reward Breakdown -> Delta_x Reward: 143065.33, Border Penalty: 14136.92, Obstacle Penalty: -2266.77
Episode 56: Reward = -1000.00, Avg Reward (100) = 53840.32, Epsilon = 0.966, Avg Loss = 8784.1592, Max Q-Value = 41259.74, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 57: Reward = 72156.08, Avg Reward (100) = 52861.03, Epsilon = 0.966, Avg Loss = 7683.4799, Max Q-Value = 45392.10, Steps = 14, Reward Breakdown -> Delta_x Reward: 54732.99, Border Penalty: 10060.14, Obstacle Penalty: -851.24
Episode 58: Reward = -1000.00, Avg Reward (100) = 53199.54, Epsilon = 0.965, Avg Loss = 4835.0947, Max Q-Value = 44037.78, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 59: Reward = 62617.86, Avg Reward (100) = 52265.06, Epsilon = 0.965, Avg Loss = 5161.7120, Max Q-Value = 49789.27, Steps = 19, Reward Breakdown -> Delta_x Reward: 28108.44, Border Penalty: 11729.06, Obstacle Penalty: -1178.89
Episode 60: Reward = 210127.75, Avg Reward (100) = 52440.53, Epsilon = 0.964, Avg Loss = 5277.2300, Max Q-Value = 47334.50, Steps = 76, Reward Breakdown -> Delta_x Reward: 98226.72, Border Penalty: 4500.00, Obstacle Penalty: -4048.97
Episode 61: Reward = 450.00, Avg Reward (100) = 55068.65, Epsilon = 0.963, Avg Loss = 4820.5371, Max Q-Value = 45954.30, Steps = 2, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -100.00
Episode 62: Reward = 450.00, Avg Reward (100) = 54173.26, Epsilon = 0.963, Avg Loss = 9118.6953, Max Q-Value = 46088.42, Steps = 2, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -100.00
Episode 63: Reward = 450.00, Avg Reward (100) = 53306.76, Epsilon = 0.962, Avg Loss = 9241.1851, Max Q-Value = 46188.81, Steps = 2, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -100.00
Episode 64: Reward = -1000.00, Avg Reward (100) = 52467.76, Epsilon = 0.962, Avg Loss = 8992.1738, Max Q-Value = 46429.22, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 65: Reward = 450.00, Avg Reward (100) = 51632.33, Epsilon = 0.961, Avg Loss = 9168.8979, Max Q-Value = 46888.38, Steps = 2, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -100.00
Episode 66: Reward = 28846.08, Avg Reward (100) = 50844.91, Epsilon = 0.960, Avg Loss = 7009.2308, Max Q-Value = 50693.53, Steps = 14, Reward Breakdown -> Delta_x Reward: 10196.08, Border Penalty: 900.00, Obstacle Penalty: -700.00
Episode 67: Reward = 8787.50, Avg Reward (100) = 50511.59, Epsilon = 0.960, Avg Loss = 8766.7631, Max Q-Value = 52490.05, Steps = 6, Reward Breakdown -> Delta_x Reward: 2137.50, Border Penalty: 500.00, Obstacle Penalty: -300.00
Episode 68: Reward = 109917.97, Avg Reward (100) = 49888.85, Epsilon = 0.959, Avg Loss = 6452.3675, Max Q-Value = 57611.63, Steps = 39, Reward Breakdown -> Delta_x Reward: 35801.16, Border Penalty: 23630.98, Obstacle Penalty: -2176.48
Episode 69: Reward = 4137.50, Avg Reward (100) = 50771.63, Epsilon = 0.959, Avg Loss = 7206.6292, Max Q-Value = 54927.84, Steps = 3, Reward Breakdown -> Delta_x Reward: 2137.50, Border Penalty: 200.00, Obstacle Penalty: -150.00
Episode 70: Reward = 450.00, Avg Reward (100) = 50095.77, Epsilon = 0.958, Avg Loss = 5555.1355, Max Q-Value = 54994.54, Steps = 2, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -100.00
Episode 71: Reward = 50445.68, Avg Reward (100) = 49386.55, Epsilon = 0.957, Avg Loss = 5928.4467, Max Q-Value = 57782.76, Steps = 13, Reward Breakdown -> Delta_x Reward: 27572.63, Border Penalty: 9678.59, Obstacle Penalty: -750.00
Episode 72: Reward = 111154.59, Avg Reward (100) = 49401.46, Epsilon = 0.957, Avg Loss = 7711.2374, Max Q-Value = 57518.42, Steps = 17, Reward Breakdown -> Delta_x Reward: 89346.79, Border Penalty: 11442.83, Obstacle Penalty: -1100.00
Episode 73: Reward = 20344.36, Avg Reward (100) = 50259.15, Epsilon = 0.956, Avg Loss = 6573.9459, Max Q-Value = 60973.40, Steps = 11, Reward Breakdown -> Delta_x Reward: 6144.36, Border Penalty: 800.00, Obstacle Penalty: -550.00
Episode 74: Reward = 36541.66, Avg Reward (100) = 49849.35, Epsilon = 0.956, Avg Loss = 6644.0332, Max Q-Value = 62198.02, Steps = 15, Reward Breakdown -> Delta_x Reward: 9858.95, Border Penalty: 10743.60, Obstacle Penalty: -898.11
Episode 75: Reward = 69121.91, Avg Reward (100) = 49669.52, Epsilon = 0.955, Avg Loss = 6404.9554, Max Q-Value = 62852.56, Steps = 24, Reward Breakdown -> Delta_x Reward: 31471.12, Border Penalty: 10150.63, Obstacle Penalty: -1300.00
Episode 76: Reward = 11587.50, Avg Reward (100) = 49928.89, Epsilon = 0.954, Avg Loss = 5284.4186, Max Q-Value = 59984.91, Steps = 8, Reward Breakdown -> Delta_x Reward: 2137.50, Border Penalty: 400.00, Obstacle Penalty: -400.00
Episode 77: Reward = -1000.00, Avg Reward (100) = 49424.39, Epsilon = 0.954, Avg Loss = 13460.2646, Max Q-Value = 59733.30, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 78: Reward = 63823.98, Avg Reward (100) = 48769.53, Epsilon = 0.953, Avg Loss = 8002.7156, Max Q-Value = 68465.91, Steps = 20, Reward Breakdown -> Delta_x Reward: 28414.74, Border Penalty: 13126.31, Obstacle Penalty: -1138.35
Episode 79: Reward = 225743.83, Avg Reward (100) = 48962.54, Epsilon = 0.953, Avg Loss = 6588.6009, Max Q-Value = 64990.84, Steps = 65, Reward Breakdown -> Delta_x Reward: 103052.21, Border Penalty: 35264.98, Obstacle Penalty: -4416.41
Episode 80: Reward = -1000.00, Avg Reward (100) = 51200.27, Epsilon = 0.952, Avg Loss = 4819.7622, Max Q-Value = 63879.77, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 81: Reward = 4800.00, Avg Reward (100) = 50547.77, Epsilon = 0.951, Avg Loss = 6978.5497, Max Q-Value = 64580.14, Steps = 5, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -295.40
Episode 82: Reward = 10718.12, Avg Reward (100) = 49982.98, Epsilon = 0.951, Avg Loss = 7601.2595, Max Q-Value = 64100.78, Steps = 6, Reward Breakdown -> Delta_x Reward: 4168.12, Border Penalty: 400.00, Obstacle Penalty: -300.00
Episode 83: Reward = 248093.12, Avg Reward (100) = 49504.14, Epsilon = 0.950, Avg Loss = 6888.0144, Max Q-Value = 67801.33, Steps = 55, Reward Breakdown -> Delta_x Reward: 160870.08, Border Penalty: 19330.16, Obstacle Penalty: -2953.86
Episode 84: Reward = 83725.93, Avg Reward (100) = 51896.78, Epsilon = 0.950, Avg Loss = 6975.4279, Max Q-Value = 67855.58, Steps = 35, Reward Breakdown -> Delta_x Reward: 33964.25, Border Penalty: 1600.00, Obstacle Penalty: -1788.32
Episode 85: Reward = -1000.00, Avg Reward (100) = 52275.70, Epsilon = 0.949, Avg Loss = 5011.5098, Max Q-Value = 67577.95, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 86: Reward = -1000.00, Avg Reward (100) = 51648.93, Epsilon = 0.948, Avg Loss = 4738.9775, Max Q-Value = 67604.52, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 87: Reward = -1000.00, Avg Reward (100) = 51036.73, Epsilon = 0.948, Avg Loss = 8702.9482, Max Q-Value = 67648.04, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 88: Reward = 65740.08, Avg Reward (100) = 50438.61, Epsilon = 0.947, Avg Loss = 7995.1472, Max Q-Value = 76304.81, Steps = 21, Reward Breakdown -> Delta_x Reward: 33129.13, Border Penalty: 7979.27, Obstacle Penalty: -1183.68
Episode 89: Reward = 67581.74, Avg Reward (100) = 50612.49, Epsilon = 0.947, Avg Loss = 7253.4625, Max Q-Value = 75426.58, Steps = 22, Reward Breakdown -> Delta_x Reward: 34468.11, Border Penalty: 6724.47, Obstacle Penalty: -1603.01
Episode 90: Reward = 96411.15, Avg Reward (100) = 50803.15, Epsilon = 0.946, Avg Loss = 7346.3405, Max Q-Value = 72877.19, Steps = 28, Reward Breakdown -> Delta_x Reward: 51015.84, Border Penalty: 10895.55, Obstacle Penalty: -1628.96
Episode 91: Reward = 121336.03, Avg Reward (100) = 51309.91, Epsilon = 0.945, Avg Loss = 5775.6713, Max Q-Value = 71795.16, Steps = 25, Reward Breakdown -> Delta_x Reward: 81875.07, Border Penalty: 9798.10, Obstacle Penalty: -1370.74
Episode 92: Reward = 120257.26, Avg Reward (100) = 52079.43, Epsilon = 0.945, Avg Loss = 7759.0689, Max Q-Value = 74024.20, Steps = 17, Reward Breakdown -> Delta_x Reward: 89823.52, Border Penalty: 18036.89, Obstacle Penalty: -945.94
Episode 93: Reward = 154993.52, Avg Reward (100) = 52820.49, Epsilon = 0.944, Avg Loss = 6414.4474, Max Q-Value = 77544.12, Steps = 34, Reward Breakdown -> Delta_x Reward: 101150.37, Border Penalty: 11160.47, Obstacle Penalty: -2169.99
