Training Log
20241118_224751
-----------
Configuration: c:\Users\rasmu\OneDrive\Skrivebord\Dev\NN cartrack\config.py

Training Metrics
---------------
Configuration Items
--------------------
torch: <module 'torch' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\torch\\__init__.py'>
np: <module 'numpy' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\numpy\\__init__.py'>
DEVICE: cuda
TRACK_LENGTH: 300
TRACK_WIDTH: 50
MAX_TIMESTEPS: 1100
BORDER_THRESHOLD: 10.0
OBSTACLE_THRESHOLD: 1.0
OBSTACLES: [{'center': array([150.,  25.], dtype=float32), 'size': array([50., 30.], dtype=float32)}, {'center': array([225.,  45.], dtype=float32), 'size': array([30., 20.], dtype=float32)}, {'center': array([225.,   5.], dtype=float32), 'size': array([30., 20.], dtype=float32)}]
LEARNING_RATE: 0.0005
BATCH_SIZE: 64
GAMMA: 0.98
EPS_START: 1.0
EPS_END: 0.1
EPS_DECAY: 1500
TARGET_UPDATE: 5
MEMORY_CAPACITY: 30000
NUM_EPISODES: 15000
MAX_SPEED: 4.0
ACCELERATION: 0.9
STEERING: 0.8
HIDDEN_LAYERS: {256, 128}
REWARD_GOAL: 200000
PENALTY_OFF_TRACK: -1000
PENALTY_OBSTACLE: -90
PENALTY_BORDER: 3000
PENALTY_BACKWARDS: -100
PENALTY_TIME_LIMIT: -25
DELTA_X_REWARD_FACTOR: 250
TIME_PENALTY: -1
STATE_SIZE: 12
ACTION_SIZE: 4
PROCENTAGE_TO_DRAW: 0.9
DRAW_BEST_TRAJECTORIES: 13501

Training Progress
-----------------
Episode 1: Reward = -577.19, Avg Reward (100) = 0.00, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 7, Reward Breakdown -> Delta_x Reward: -577.19, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 12: Reward = -1049.00, Avg Reward (100) = -21380.01, Epsilon = 0.993, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 2, Reward Breakdown -> Delta_x Reward: -1049.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 13: Reward = -1049.00, Avg Reward (100) = -19685.76, Epsilon = 0.992, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 2, Reward Breakdown -> Delta_x Reward: -1049.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 14: Reward = -784.25, Avg Reward (100) = -18252.17, Epsilon = 0.992, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 3, Reward Breakdown -> Delta_x Reward: -784.25, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 15: Reward = -1147.00, Avg Reward (100) = -17004.46, Epsilon = 0.991, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 4, Reward Breakdown -> Delta_x Reward: -1147.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 16: Reward = -52382.13, Avg Reward (100) = -15947.29, Epsilon = 0.990, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 13, Reward Breakdown -> Delta_x Reward: -52382.13, Border Penalty: -36030.47, Obstacle Penalty: -50.00
Episode 17: Reward = -1147.00, Avg Reward (100) = -18224.47, Epsilon = 0.990, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 4, Reward Breakdown -> Delta_x Reward: -1147.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 18: Reward = -1000.00, Avg Reward (100) = -17219.91, Epsilon = 0.989, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 1, Reward Breakdown -> Delta_x Reward: -1000.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 19: Reward = -1147.00, Avg Reward (100) = -16318.81, Epsilon = 0.989, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 4, Reward Breakdown -> Delta_x Reward: -1147.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 20: Reward = -121945.82, Avg Reward (100) = -15520.29, Epsilon = 0.988, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 16, Reward Breakdown -> Delta_x Reward: -121945.82, Border Penalty: -34017.53, Obstacle Penalty: -50.00
Episode 21: Reward = -1000.00, Avg Reward (100) = -20841.57, Epsilon = 0.987, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 1, Reward Breakdown -> Delta_x Reward: -1000.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 22: Reward = -40315.59, Avg Reward (100) = -19896.73, Epsilon = 0.987, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 21, Reward Breakdown -> Delta_x Reward: -40315.59, Border Penalty: -33043.42, Obstacle Penalty: -50.00
Episode 23: Reward = -139462.64, Avg Reward (100) = -20824.86, Epsilon = 0.986, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 95, Reward Breakdown -> Delta_x Reward: -139462.64, Border Penalty: -31336.51, Obstacle Penalty: -50.00
Episode 24: Reward = -87629.04, Avg Reward (100) = -25983.03, Epsilon = 0.986, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 22, Reward Breakdown -> Delta_x Reward: -87629.04, Border Penalty: -37532.57, Obstacle Penalty: -50.00
Episode 25: Reward = -55411.98, Avg Reward (100) = -28551.61, Epsilon = 0.985, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 14, Reward Breakdown -> Delta_x Reward: -55411.98, Border Penalty: -34653.60, Obstacle Penalty: -50.00
Episode 26: Reward = -784.25, Avg Reward (100) = -29626.02, Epsilon = 0.984, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 3, Reward Breakdown -> Delta_x Reward: -784.25, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 27: Reward = -152019.69, Avg Reward (100) = -28516.73, Epsilon = 0.984, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 65, Reward Breakdown -> Delta_x Reward: -152019.69, Border Penalty: -30691.07, Obstacle Penalty: -50.00
Episode 28: Reward = -1000.00, Avg Reward (100) = -33090.91, Epsilon = 0.983, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 1, Reward Breakdown -> Delta_x Reward: -1000.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 29: Reward = -1147.00, Avg Reward (100) = -31944.80, Epsilon = 0.983, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 4, Reward Breakdown -> Delta_x Reward: -1147.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 30: Reward = -1049.00, Avg Reward (100) = -30882.81, Epsilon = 0.982, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 2, Reward Breakdown -> Delta_x Reward: -1049.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 31: Reward = -1049.00, Avg Reward (100) = -29888.35, Epsilon = 0.981, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 2, Reward Breakdown -> Delta_x Reward: -1049.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 32: Reward = -1049.00, Avg Reward (100) = -28958.05, Epsilon = 0.981, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 2, Reward Breakdown -> Delta_x Reward: -1049.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 33: Reward = -1049.00, Avg Reward (100) = -28085.89, Epsilon = 0.980, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 2, Reward Breakdown -> Delta_x Reward: -1049.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 34: Reward = -1000.00, Avg Reward (100) = -27266.59, Epsilon = 0.980, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 1, Reward Breakdown -> Delta_x Reward: -1000.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 35: Reward = -1049.00, Avg Reward (100) = -26494.05, Epsilon = 0.979, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 2, Reward Breakdown -> Delta_x Reward: -1049.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 36: Reward = -1000.00, Avg Reward (100) = -25767.04, Epsilon = 0.978, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 1, Reward Breakdown -> Delta_x Reward: -1000.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 37: Reward = 5459.64, Avg Reward (100) = -25079.07, Epsilon = 0.978, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 51, Reward Breakdown -> Delta_x Reward: 5459.64, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 38: Reward = -1000.00, Avg Reward (100) = -24253.70, Epsilon = 0.977, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 1, Reward Breakdown -> Delta_x Reward: -1000.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 39: Reward = -1000.00, Avg Reward (100) = -23641.76, Epsilon = 0.977, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 1, Reward Breakdown -> Delta_x Reward: -1000.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 40: Reward = -75778.73, Avg Reward (100) = -23061.20, Epsilon = 0.976, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 20, Reward Breakdown -> Delta_x Reward: -75778.73, Border Penalty: -33224.69, Obstacle Penalty: -50.00
Episode 41: Reward = -84697.16, Avg Reward (100) = -24379.14, Epsilon = 0.975, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 21, Reward Breakdown -> Delta_x Reward: -84697.16, Border Penalty: -30288.68, Obstacle Penalty: -50.00
Episode 42: Reward = -1000.00, Avg Reward (100) = -25850.31, Epsilon = 0.975, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 1, Reward Breakdown -> Delta_x Reward: -1000.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 43: Reward = -445891.41, Avg Reward (100) = -25258.64, Epsilon = 0.974, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 35, Reward Breakdown -> Delta_x Reward: -445891.41, Border Penalty: -35481.04, Obstacle Penalty: -50.00
Episode 44: Reward = -1049.00, Avg Reward (100) = -35040.80, Epsilon = 0.974, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 2, Reward Breakdown -> Delta_x Reward: -1049.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 45: Reward = 2057.49, Avg Reward (100) = -34268.25, Epsilon = 0.973, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 33, Reward Breakdown -> Delta_x Reward: 2057.49, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 46: Reward = -1000.00, Avg Reward (100) = -33461.02, Epsilon = 0.972, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 1, Reward Breakdown -> Delta_x Reward: -1000.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 47: Reward = 311.20, Avg Reward (100) = -32755.34, Epsilon = 0.972, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 18, Reward Breakdown -> Delta_x Reward: 311.20, Border Penalty: 0.00, Obstacle Penalty: -100.00
Episode 48: Reward = -1049.00, Avg Reward (100) = -32051.80, Epsilon = 0.971, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 2, Reward Breakdown -> Delta_x Reward: -1049.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 49: Reward = -1000.00, Avg Reward (100) = -31405.91, Epsilon = 0.971, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 1, Reward Breakdown -> Delta_x Reward: -1000.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 50: Reward = -579.19, Avg Reward (100) = -30785.38, Epsilon = 0.970, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 5, Reward Breakdown -> Delta_x Reward: -579.19, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 51: Reward = -216200.28, Avg Reward (100) = -30181.25, Epsilon = 0.969, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 46, Reward Breakdown -> Delta_x Reward: -216200.28, Border Penalty: -32587.52, Obstacle Penalty: -50.00
Episode 52: Reward = -137395.19, Avg Reward (100) = -33828.69, Epsilon = 0.969, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 21, Reward Breakdown -> Delta_x Reward: -137395.19, Border Penalty: -34092.17, Obstacle Penalty: -50.00
Episode 53: Reward = -680.25, Avg Reward (100) = -35820.35, Epsilon = 0.968, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 7, Reward Breakdown -> Delta_x Reward: -680.25, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 54: Reward = -79.22, Avg Reward (100) = -35157.33, Epsilon = 0.968, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 9, Reward Breakdown -> Delta_x Reward: -79.22, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 55: Reward = -121568.91, Avg Reward (100) = -34507.73, Epsilon = 0.967, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 23, Reward Breakdown -> Delta_x Reward: -121568.91, Border Penalty: -30834.94, Obstacle Penalty: -50.00
Episode 56: Reward = -528.19, Avg Reward (100) = -36090.66, Epsilon = 0.966, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 6, Reward Breakdown -> Delta_x Reward: -528.19, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 57: Reward = -784.25, Avg Reward (100) = -35455.62, Epsilon = 0.966, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 3, Reward Breakdown -> Delta_x Reward: -784.25, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 58: Reward = -1000.00, Avg Reward (100) = -34847.35, Epsilon = 0.965, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 1, Reward Breakdown -> Delta_x Reward: -1000.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 59: Reward = -1245.00, Avg Reward (100) = -34263.78, Epsilon = 0.965, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 6, Reward Breakdown -> Delta_x Reward: -1245.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 60: Reward = -631.25, Avg Reward (100) = -33704.14, Epsilon = 0.964, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 6, Reward Breakdown -> Delta_x Reward: -631.25, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 61: Reward = -98231.50, Avg Reward (100) = -33152.92, Epsilon = 0.963, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 40, Reward Breakdown -> Delta_x Reward: -98231.50, Border Penalty: -30722.50, Obstacle Penalty: -50.00
Episode 62: Reward = -1000.00, Avg Reward (100) = -34219.78, Epsilon = 0.963, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 1, Reward Breakdown -> Delta_x Reward: -1000.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 63: Reward = -26908.16, Avg Reward (100) = -33683.98, Epsilon = 0.962, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 41, Reward Breakdown -> Delta_x Reward: -26908.16, Border Penalty: -30875.60, Obstacle Penalty: -50.00
Episode 64: Reward = -831.25, Avg Reward (100) = -33576.43, Epsilon = 0.962, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 6, Reward Breakdown -> Delta_x Reward: -831.25, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 65: Reward = 1707.68, Avg Reward (100) = -33064.78, Epsilon = 0.961, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 23, Reward Breakdown -> Delta_x Reward: 1707.68, Border Penalty: 0.00, Obstacle Penalty: -100.00
Episode 66: Reward = -1098.00, Avg Reward (100) = -32529.82, Epsilon = 0.960, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 3, Reward Breakdown -> Delta_x Reward: -1098.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 67: Reward = -48536.38, Avg Reward (100) = -32053.58, Epsilon = 0.960, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 39, Reward Breakdown -> Delta_x Reward: -48536.38, Border Penalty: -34248.94, Obstacle Penalty: -50.00
Episode 68: Reward = -1098.00, Avg Reward (100) = -32299.59, Epsilon = 0.959, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 3, Reward Breakdown -> Delta_x Reward: -1098.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 69: Reward = -32637.36, Avg Reward (100) = -31840.75, Epsilon = 0.959, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 22, Reward Breakdown -> Delta_x Reward: -32637.36, Border Penalty: -20752.92, Obstacle Penalty: -50.00
Episode 70: Reward = -1049.00, Avg Reward (100) = -31852.29, Epsilon = 0.958, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 2, Reward Breakdown -> Delta_x Reward: -1049.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 71: Reward = -1000.00, Avg Reward (100) = -31412.25, Epsilon = 0.957, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 1, Reward Breakdown -> Delta_x Reward: -1000.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 72: Reward = -1098.00, Avg Reward (100) = -30983.90, Epsilon = 0.957, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 3, Reward Breakdown -> Delta_x Reward: -1098.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 73: Reward = -149718.56, Avg Reward (100) = -30568.82, Epsilon = 0.956, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 20, Reward Breakdown -> Delta_x Reward: -149718.56, Border Penalty: -30907.87, Obstacle Penalty: -50.00
Episode 74: Reward = -1098.00, Avg Reward (100) = -32201.01, Epsilon = 0.956, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 3, Reward Breakdown -> Delta_x Reward: -1098.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 75: Reward = -1147.00, Avg Reward (100) = -31780.70, Epsilon = 0.955, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 4, Reward Breakdown -> Delta_x Reward: -1147.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 76: Reward = -224809.55, Avg Reward (100) = -31372.25, Epsilon = 0.954, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 90, Reward Breakdown -> Delta_x Reward: -224809.55, Border Penalty: -30059.21, Obstacle Penalty: -100.00
Episode 77: Reward = -1049.00, Avg Reward (100) = -33917.48, Epsilon = 0.954, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 2, Reward Breakdown -> Delta_x Reward: -1049.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 78: Reward = 866.03, Avg Reward (100) = -33490.61, Epsilon = 0.953, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 19, Reward Breakdown -> Delta_x Reward: 866.03, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 79: Reward = -31764.82, Avg Reward (100) = -33050.14, Epsilon = 0.953, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 28, Reward Breakdown -> Delta_x Reward: -31764.82, Border Penalty: -33032.26, Obstacle Penalty: -50.00
Episode 80: Reward = -1000.00, Avg Reward (100) = -33033.87, Epsilon = 0.952, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 1, Reward Breakdown -> Delta_x Reward: -1000.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 81: Reward = -167690.89, Avg Reward (100) = -32633.45, Epsilon = 0.951, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 31, Reward Breakdown -> Delta_x Reward: -167690.89, Border Penalty: -32717.58, Obstacle Penalty: -50.00
Episode 82: Reward = -148932.73, Avg Reward (100) = -34300.83, Epsilon = 0.951, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 41, Reward Breakdown -> Delta_x Reward: -148932.73, Border Penalty: -32227.59, Obstacle Penalty: -50.00
Episode 83: Reward = -78532.07, Avg Reward (100) = -35698.78, Epsilon = 0.950, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 19, Reward Breakdown -> Delta_x Reward: -78532.07, Border Penalty: -34259.33, Obstacle Penalty: -50.00
Episode 84: Reward = -24153.60, Avg Reward (100) = -36214.84, Epsilon = 0.950, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 53, Reward Breakdown -> Delta_x Reward: -24153.60, Border Penalty: 0.00, Obstacle Penalty: -89.31
Episode 85: Reward = -1049.00, Avg Reward (100) = -36071.25, Epsilon = 0.949, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 2, Reward Breakdown -> Delta_x Reward: -1049.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 86: Reward = -107075.15, Avg Reward (100) = -35659.23, Epsilon = 0.948, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 39, Reward Breakdown -> Delta_x Reward: -107075.15, Border Penalty: -30561.58, Obstacle Penalty: -50.00
Episode 87: Reward = -1000.00, Avg Reward (100) = -36489.65, Epsilon = 0.948, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 1, Reward Breakdown -> Delta_x Reward: -1000.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 88: Reward = -579.19, Avg Reward (100) = -36081.72, Epsilon = 0.947, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 5, Reward Breakdown -> Delta_x Reward: -579.19, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 89: Reward = -526.19, Avg Reward (100) = -35678.28, Epsilon = 0.947, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 8, Reward Breakdown -> Delta_x Reward: -526.19, Border Penalty: 0.00, Obstacle Penalty: -100.00
Episode 90: Reward = -1049.00, Avg Reward (100) = -35283.31, Epsilon = 0.946, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 2, Reward Breakdown -> Delta_x Reward: -1049.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 91: Reward = -1049.00, Avg Reward (100) = -34902.93, Epsilon = 0.945, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 2, Reward Breakdown -> Delta_x Reward: -1049.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 92: Reward = -1049.00, Avg Reward (100) = -34530.91, Epsilon = 0.945, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 2, Reward Breakdown -> Delta_x Reward: -1049.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 93: Reward = -64056.27, Avg Reward (100) = -34166.98, Epsilon = 0.944, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 30, Reward Breakdown -> Delta_x Reward: -64056.27, Border Penalty: -36797.12, Obstacle Penalty: -50.00
Episode 94: Reward = -1098.00, Avg Reward (100) = -34488.37, Epsilon = 0.944, Avg Loss = 0.0000, Max Q-Value = 1.16, Steps = 3, Reward Breakdown -> Delta_x Reward: -1098.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
