Episode 1: Reward = -100.00, Avg Reward (100) = 0.00, Epsilon = 1.000, Avg Loss = 0.0000, Max Q-Value = 0.60, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 55: Reward = 6657.21, Avg Reward (100) = 4932.11, Epsilon = 0.990, Avg Loss = 349.3036, Max Q-Value = 5004.37, Steps = 40, Reward Breakdown -> Delta_x Reward: 9846.21, Border Penalty: 950.00, Obstacle Penalty: 2000.00
Episode 56: Reward = 496.00, Avg Reward (100) = 4963.47, Epsilon = 0.990, Avg Loss = 315.4604, Max Q-Value = 3045.11, Steps = 5, Reward Breakdown -> Delta_x Reward: 1000.00, Border Penalty: 50.00, Obstacle Penalty: 295.40
Episode 57: Reward = 19787.72, Avg Reward (100) = 4883.70, Epsilon = 0.990, Avg Loss = 301.5449, Max Q-Value = 8013.67, Steps = 77, Reward Breakdown -> Delta_x Reward: 26467.67, Border Penalty: 2224.16, Obstacle Penalty: 4297.54
Episode 58: Reward = 40959.58, Avg Reward (100) = 5145.17, Epsilon = 0.990, Avg Loss = 275.8384, Max Q-Value = 9070.06, Steps = 76, Reward Breakdown -> Delta_x Reward: 46075.64, Border Penalty: 550.00, Obstacle Penalty: 4490.06
Episode 59: Reward = -100.00, Avg Reward (100) = 5762.66, Epsilon = 0.989, Avg Loss = 123.4069, Max Q-Value = 3063.85, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 60: Reward = 28380.64, Avg Reward (100) = 5663.29, Epsilon = 0.989, Avg Loss = 344.0436, Max Q-Value = 9669.01, Steps = 69, Reward Breakdown -> Delta_x Reward: 33121.31, Border Penalty: 777.41, Obstacle Penalty: 3729.95
Episode 61: Reward = 6924.05, Avg Reward (100) = 6041.92, Epsilon = 0.989, Avg Loss = 367.4081, Max Q-Value = 4285.57, Steps = 30, Reward Breakdown -> Delta_x Reward: 9954.88, Border Penalty: 952.37, Obstacle Penalty: 1653.16
Episode 62: Reward = -100.00, Avg Reward (100) = 6056.38, Epsilon = 0.989, Avg Loss = 986.6830, Max Q-Value = 3205.84, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 63: Reward = 198.00, Avg Reward (100) = 5957.08, Epsilon = 0.989, Avg Loss = 606.7981, Max Q-Value = 4925.65, Steps = 3, Reward Breakdown -> Delta_x Reward: 600.00, Border Penalty: 50.00, Obstacle Penalty: 150.00
Episode 64: Reward = -100.00, Avg Reward (100) = 5865.67, Epsilon = 0.988, Avg Loss = 845.0050, Max Q-Value = 5133.18, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 65: Reward = 347.00, Avg Reward (100) = 5772.45, Epsilon = 0.988, Avg Loss = 628.0038, Max Q-Value = 5108.55, Steps = 4, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 50.00, Obstacle Penalty: 200.00
Episode 66: Reward = -100.00, Avg Reward (100) = 5688.99, Epsilon = 0.988, Avg Loss = 679.7952, Max Q-Value = 3639.95, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 67: Reward = -100.00, Avg Reward (100) = 5601.27, Epsilon = 0.988, Avg Loss = 588.5909, Max Q-Value = 3579.74, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 68: Reward = 49.00, Avg Reward (100) = 5516.18, Epsilon = 0.988, Avg Loss = 500.6240, Max Q-Value = 4187.32, Steps = 2, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
Episode 69: Reward = -100.00, Avg Reward (100) = 5435.78, Epsilon = 0.988, Avg Loss = 471.2298, Max Q-Value = 4507.81, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 70: Reward = 347.00, Avg Reward (100) = 5355.55, Epsilon = 0.987, Avg Loss = 531.2861, Max Q-Value = 4748.96, Steps = 4, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 50.00, Obstacle Penalty: 200.00
Episode 71: Reward = 9612.39, Avg Reward (100) = 5284.00, Epsilon = 0.987, Avg Loss = 393.9993, Max Q-Value = 7579.74, Steps = 51, Reward Breakdown -> Delta_x Reward: 15619.00, Border Penalty: 2280.66, Obstacle Penalty: 3525.94
Episode 72: Reward = 3048.02, Avg Reward (100) = 5344.96, Epsilon = 0.987, Avg Loss = 693.3507, Max Q-Value = 7137.28, Steps = 13, Reward Breakdown -> Delta_x Reward: 4511.95, Border Penalty: 343.21, Obstacle Penalty: 806.03
Episode 73: Reward = 198.00, Avg Reward (100) = 5313.06, Epsilon = 0.987, Avg Loss = 427.1883, Max Q-Value = 5248.00, Steps = 3, Reward Breakdown -> Delta_x Reward: 600.00, Border Penalty: 50.00, Obstacle Penalty: 150.00
Episode 74: Reward = 1441.82, Avg Reward (100) = 5242.99, Epsilon = 0.987, Avg Loss = 372.5643, Max Q-Value = 6216.67, Steps = 12, Reward Breakdown -> Delta_x Reward: 2702.82, Border Penalty: 350.00, Obstacle Penalty: 750.00
Episode 75: Reward = 1748.64, Avg Reward (100) = 5191.63, Epsilon = 0.987, Avg Loss = 466.6974, Max Q-Value = 6419.24, Steps = 14, Reward Breakdown -> Delta_x Reward: 3254.96, Border Penalty: 500.00, Obstacle Penalty: 843.32
Episode 76: Reward = 602.88, Avg Reward (100) = 5145.72, Epsilon = 0.986, Avg Loss = 352.2632, Max Q-Value = 6131.11, Steps = 5, Reward Breakdown -> Delta_x Reward: 1206.88, Border Penalty: 150.00, Obstacle Penalty: 250.00
Episode 77: Reward = -100.00, Avg Reward (100) = 5085.95, Epsilon = 0.986, Avg Loss = 385.3288, Max Q-Value = 5348.58, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 78: Reward = 4690.04, Avg Reward (100) = 5018.60, Epsilon = 0.986, Avg Loss = 464.7571, Max Q-Value = 7892.86, Steps = 24, Reward Breakdown -> Delta_x Reward: 6837.69, Border Penalty: 721.46, Obstacle Penalty: 1313.14
Episode 79: Reward = 18274.18, Avg Reward (100) = 5014.38, Epsilon = 0.986, Avg Loss = 369.9976, Max Q-Value = 11362.36, Steps = 81, Reward Breakdown -> Delta_x Reward: 26512.23, Border Penalty: 2449.84, Obstacle Penalty: 5627.87
Episode 80: Reward = 1247.88, Avg Reward (100) = 5182.23, Epsilon = 0.986, Avg Loss = 326.3880, Max Q-Value = 6523.14, Steps = 10, Reward Breakdown -> Delta_x Reward: 2206.88, Border Penalty: 250.00, Obstacle Penalty: 500.00
Episode 81: Reward = 8511.95, Avg Reward (100) = 5133.05, Epsilon = 0.985, Avg Loss = 455.8698, Max Q-Value = 10060.14, Steps = 35, Reward Breakdown -> Delta_x Reward: 11685.42, Border Penalty: 919.46, Obstacle Penalty: 2121.43
Episode 82: Reward = -100.00, Avg Reward (100) = 5174.76, Epsilon = 0.985, Avg Loss = 1188.9221, Max Q-Value = 4586.97, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 83: Reward = 49.00, Avg Reward (100) = 5110.44, Epsilon = 0.985, Avg Loss = 1415.7662, Max Q-Value = 4529.85, Steps = 2, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
Episode 84: Reward = 49.00, Avg Reward (100) = 5049.46, Epsilon = 0.985, Avg Loss = 911.2081, Max Q-Value = 4911.89, Steps = 2, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
Episode 85: Reward = 645.00, Avg Reward (100) = 4989.93, Epsilon = 0.985, Avg Loss = 639.0711, Max Q-Value = 6524.87, Steps = 6, Reward Breakdown -> Delta_x Reward: 1200.00, Border Penalty: 50.00, Obstacle Penalty: 300.00
Episode 86: Reward = 3179.44, Avg Reward (100) = 4938.81, Epsilon = 0.985, Avg Loss = 491.9204, Max Q-Value = 7387.34, Steps = 21, Reward Breakdown -> Delta_x Reward: 5308.78, Border Penalty: 766.72, Obstacle Penalty: 1150.00
Episode 87: Reward = 49.00, Avg Reward (100) = 4918.35, Epsilon = 0.984, Avg Loss = 399.0710, Max Q-Value = 5985.50, Steps = 2, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
Episode 88: Reward = -100.00, Avg Reward (100) = 4862.38, Epsilon = 0.984, Avg Loss = 291.8326, Max Q-Value = 5787.92, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 89: Reward = 14282.61, Avg Reward (100) = 4805.99, Epsilon = 0.984, Avg Loss = 417.6116, Max Q-Value = 11699.16, Steps = 35, Reward Breakdown -> Delta_x Reward: 17328.17, Border Penalty: 861.75, Obstacle Penalty: 2060.62
Episode 90: Reward = 701.68, Avg Reward (100) = 4912.47, Epsilon = 0.984, Avg Loss = 636.5900, Max Q-Value = 7609.98, Steps = 6, Reward Breakdown -> Delta_x Reward: 1306.68, Border Penalty: 100.00, Obstacle Penalty: 300.00
Episode 91: Reward = 347.00, Avg Reward (100) = 4865.68, Epsilon = 0.984, Avg Loss = 595.0070, Max Q-Value = 6219.38, Steps = 4, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 50.00, Obstacle Penalty: 200.00
Episode 92: Reward = 3091.69, Avg Reward (100) = 4816.03, Epsilon = 0.983, Avg Loss = 693.2252, Max Q-Value = 10264.91, Steps = 21, Reward Breakdown -> Delta_x Reward: 5544.85, Border Penalty: 896.34, Obstacle Penalty: 1194.54
Episode 93: Reward = -100.00, Avg Reward (100) = 4797.29, Epsilon = 0.983, Avg Loss = 454.2962, Max Q-Value = 6580.33, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 94: Reward = 1441.24, Avg Reward (100) = 4744.63, Epsilon = 0.983, Avg Loss = 575.3718, Max Q-Value = 8150.43, Steps = 12, Reward Breakdown -> Delta_x Reward: 2702.24, Border Penalty: 450.00, Obstacle Penalty: 600.00
Episode 95: Reward = 198.00, Avg Reward (100) = 4709.48, Epsilon = 0.983, Avg Loss = 603.1314, Max Q-Value = 6304.60, Steps = 3, Reward Breakdown -> Delta_x Reward: 600.00, Border Penalty: 50.00, Obstacle Penalty: 150.00
Episode 96: Reward = 496.00, Avg Reward (100) = 4662.00, Epsilon = 0.983, Avg Loss = 453.6712, Max Q-Value = 6732.55, Steps = 5, Reward Breakdown -> Delta_x Reward: 1000.00, Border Penalty: 50.00, Obstacle Penalty: 250.00
Episode 97: Reward = -100.00, Avg Reward (100) = 4618.60, Epsilon = 0.983, Avg Loss = 394.3148, Max Q-Value = 6011.57, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 98: Reward = 496.00, Avg Reward (100) = 4569.95, Epsilon = 0.982, Avg Loss = 511.6571, Max Q-Value = 7096.45, Steps = 5, Reward Breakdown -> Delta_x Reward: 1000.00, Border Penalty: 50.00, Obstacle Penalty: 250.00
Episode 99: Reward = 27135.93, Avg Reward (100) = 4528.38, Epsilon = 0.982, Avg Loss = 507.1691, Max Q-Value = 14849.87, Steps = 93, Reward Breakdown -> Delta_x Reward: 34185.12, Border Penalty: 2064.39, Obstacle Penalty: 4800.00
Episode 100: Reward = 794.00, Avg Reward (100) = 4756.74, Epsilon = 0.982, Avg Loss = 498.9759, Max Q-Value = 6971.38, Steps = 7, Reward Breakdown -> Delta_x Reward: 1400.00, Border Penalty: 50.00, Obstacle Penalty: 350.00
Episode 101: Reward = 49.00, Avg Reward (100) = 4717.11, Epsilon = 0.982, Avg Loss = 561.0654, Max Q-Value = 6993.52, Steps = 2, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
Episode 102: Reward = 49.00, Avg Reward (100) = 4718.60, Epsilon = 0.982, Avg Loss = 1256.0350, Max Q-Value = 6905.15, Steps = 2, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
Episode 103: Reward = 799.68, Avg Reward (100) = 4720.09, Epsilon = 0.981, Avg Loss = 810.9756, Max Q-Value = 10237.50, Steps = 8, Reward Breakdown -> Delta_x Reward: 1706.68, Border Penalty: 300.00, Obstacle Penalty: 419.25
Episode 104: Reward = 1810.82, Avg Reward (100) = 4663.72, Epsilon = 0.981, Avg Loss = 805.5294, Max Q-Value = 11627.22, Steps = 11, Reward Breakdown -> Delta_x Reward: 2820.82, Border Penalty: 250.00, Obstacle Penalty: 555.90
Episode 105: Reward = 38014.46, Avg Reward (100) = 4309.63, Epsilon = 0.981, Avg Loss = 636.3996, Max Q-Value = 19552.60, Steps = 52, Reward Breakdown -> Delta_x Reward: 41161.21, Border Penalty: 30.77, Obstacle Penalty: 3063.97
Episode 106: Reward = -100.00, Avg Reward (100) = 4645.67, Epsilon = 0.981, Avg Loss = 781.5404, Max Q-Value = 7827.27, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 107: Reward = 496.00, Avg Reward (100) = 4642.69, Epsilon = 0.981, Avg Loss = 744.8029, Max Q-Value = 8846.79, Steps = 5, Reward Breakdown -> Delta_x Reward: 1000.00, Border Penalty: 50.00, Obstacle Penalty: 250.00
Episode 108: Reward = 5429.17, Avg Reward (100) = 4647.16, Epsilon = 0.981, Avg Loss = 792.6089, Max Q-Value = 11136.82, Steps = 38, Reward Breakdown -> Delta_x Reward: 9359.67, Border Penalty: 1169.41, Obstacle Penalty: 2524.09
