Episode 1: Reward = 568503.81, Avg Reward (100) = 0.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.66, Steps = 31, Reward Breakdown -> Delta_x Reward: 1439721.78, Border Penalty: 525088.62, Obstacle Penalty: 36129.34
Episode 26: Reward = 1030427.88, Avg Reward (100) = 571654.47, Epsilon = 0.498, Avg Loss = 28773.0234, Max Q-Value = 3.36, Steps = 32, Reward Breakdown -> Delta_x Reward: 1386364.35, Border Penalty: 0.00, Obstacle Penalty: 35936.65
Episode 27: Reward = 915532.12, Avg Reward (100) = 589299.61, Epsilon = 0.498, Avg Loss = 29472.2620, Max Q-Value = 3.65, Steps = 32, Reward Breakdown -> Delta_x Reward: 1265133.63, Border Penalty: 0.00, Obstacle Penalty: 29601.51
Episode 28: Reward = 839629.88, Avg Reward (100) = 601382.29, Epsilon = 0.498, Avg Loss = 29782.8598, Max Q-Value = 3.93, Steps = 41, Reward Breakdown -> Delta_x Reward: 1762989.95, Border Penalty: 473705.62, Obstacle Penalty: 39654.57
Episode 29: Reward = 498238.06, Avg Reward (100) = 609891.13, Epsilon = 0.498, Avg Loss = 28100.6048, Max Q-Value = 4.32, Steps = 41, Reward Breakdown -> Delta_x Reward: 1712137.54, Border Penalty: 762341.12, Obstacle Penalty: 41558.26
Episode 30: Reward = -329851.41, Avg Reward (100) = 606041.03, Epsilon = 0.498, Avg Loss = 28245.0716, Max Q-Value = 5.13, Steps = 14, Reward Breakdown -> Delta_x Reward: 115638.43, Border Penalty: 396937.44, Obstacle Penalty: 10183.76
Episode 31: Reward = -138953.98, Avg Reward (100) = 574844.61, Epsilon = 0.498, Avg Loss = 28183.0417, Max Q-Value = 4.84, Steps = 24, Reward Breakdown -> Delta_x Reward: 316210.57, Border Penalty: 284639.50, Obstacle Penalty: 17929.17
Episode 32: Reward = 1082478.00, Avg Reward (100) = 551818.85, Epsilon = 0.497, Avg Loss = 27787.1902, Max Q-Value = 5.08, Steps = 30, Reward Breakdown -> Delta_x Reward: 1409556.50, Border Penalty: 0.00, Obstacle Penalty: 27078.32
Episode 33: Reward = 963938.50, Avg Reward (100) = 568401.95, Epsilon = 0.497, Avg Loss = 28211.0399, Max Q-Value = 5.41, Steps = 38, Reward Breakdown -> Delta_x Reward: 1375539.93, Border Penalty: 400.00, Obstacle Penalty: 31201.49
Episode 34: Reward = -10000.00, Avg Reward (100) = 580387.91, Epsilon = 0.497, Avg Loss = 27837.9961, Max Q-Value = 5.75, Steps = 1, Reward Breakdown -> Delta_x Reward: 5000.00, Border Penalty: 100.00, Obstacle Penalty: 500.00
Episode 35: Reward = 927333.69, Avg Reward (100) = 563023.56, Epsilon = 0.497, Avg Loss = 28269.6000, Max Q-Value = 5.79, Steps = 32, Reward Breakdown -> Delta_x Reward: 1279505.35, Border Penalty: 0.00, Obstacle Penalty: 32171.59
Episode 36: Reward = 832211.31, Avg Reward (100) = 573432.42, Epsilon = 0.497, Avg Loss = 28279.1050, Max Q-Value = 6.11, Steps = 35, Reward Breakdown -> Delta_x Reward: 1240952.22, Border Penalty: 17627.07, Obstacle Penalty: 41113.93
Episode 37: Reward = 215584.95, Avg Reward (100) = 580620.72, Epsilon = 0.497, Avg Loss = 28120.3372, Max Q-Value = 6.49, Steps = 31, Reward Breakdown -> Delta_x Reward: 1116516.83, Border Penalty: 644786.50, Obstacle Penalty: 19897.64
Episode 38: Reward = -23702.68, Avg Reward (100) = 570754.89, Epsilon = 0.497, Avg Loss = 27312.5728, Max Q-Value = 6.83, Steps = 4, Reward Breakdown -> Delta_x Reward: 23040.07, Border Penalty: 300.00, Obstacle Penalty: 2126.11
Episode 39: Reward = -18059.93, Avg Reward (100) = 555111.27, Epsilon = 0.497, Avg Loss = 29575.3216, Max Q-Value = 6.88, Steps = 3, Reward Breakdown -> Delta_x Reward: 18040.07, Border Penalty: 200.00, Obstacle Penalty: 1500.00
Episode 40: Reward = 1021625.81, Avg Reward (100) = 540414.57, Epsilon = 0.497, Avg Loss = 28027.1599, Max Q-Value = 6.96, Steps = 31, Reward Breakdown -> Delta_x Reward: 1362758.87, Border Penalty: 0.00, Obstacle Penalty: 31132.94
Episode 41: Reward = 911946.19, Avg Reward (100) = 552444.85, Epsilon = 0.497, Avg Loss = 27340.6469, Max Q-Value = 7.24, Steps = 36, Reward Breakdown -> Delta_x Reward: 1308503.73, Border Penalty: 0.00, Obstacle Penalty: 36557.43
Episode 42: Reward = 8395.07, Avg Reward (100) = 561213.18, Epsilon = 0.497, Avg Loss = 28347.1853, Max Q-Value = 7.75, Steps = 17, Reward Breakdown -> Delta_x Reward: 382327.23, Border Penalty: 262219.88, Obstacle Penalty: 14110.87
Episode 43: Reward = -347284.88, Avg Reward (100) = 548050.84, Epsilon = 0.497, Avg Loss = 27058.7052, Max Q-Value = 7.84, Steps = 43, Reward Breakdown -> Delta_x Reward: 1523372.01, Border Penalty: 1467447.62, Obstacle Penalty: 32723.92
Episode 44: Reward = -18059.93, Avg Reward (100) = 527229.08, Epsilon = 0.496, Avg Loss = 26499.7487, Max Q-Value = 8.34, Steps = 3, Reward Breakdown -> Delta_x Reward: 18040.07, Border Penalty: 200.00, Obstacle Penalty: 1500.00
Episode 45: Reward = -92750.59, Avg Reward (100) = 514836.15, Epsilon = 0.496, Avg Loss = 27559.3249, Max Q-Value = 8.37, Steps = 26, Reward Breakdown -> Delta_x Reward: 743527.35, Border Penalty: 602863.75, Obstacle Penalty: 19792.94
Episode 46: Reward = -21168.86, Avg Reward (100) = 501334.22, Epsilon = 0.496, Avg Loss = 27282.2005, Max Q-Value = 8.73, Steps = 3, Reward Breakdown -> Delta_x Reward: 15000.00, Border Penalty: 100.00, Obstacle Penalty: 1874.17
Episode 47: Reward = 101478.38, Avg Reward (100) = 489975.46, Epsilon = 0.496, Avg Loss = 26705.3945, Max Q-Value = 8.77, Steps = 38, Reward Breakdown -> Delta_x Reward: 1612406.74, Border Penalty: 1093008.50, Obstacle Penalty: 37919.79
Episode 48: Reward = 901049.38, Avg Reward (100) = 481709.56, Epsilon = 0.496, Avg Loss = 26992.6234, Max Q-Value = 9.24, Steps = 39, Reward Breakdown -> Delta_x Reward: 1324662.75, Border Penalty: 100.00, Obstacle Penalty: 33513.23
Episode 49: Reward = 925359.62, Avg Reward (100) = 490445.81, Epsilon = 0.496, Avg Loss = 26189.3438, Max Q-Value = 9.68, Steps = 33, Reward Breakdown -> Delta_x Reward: 1287574.27, Border Penalty: 0.00, Obstacle Penalty: 32214.66
Episode 50: Reward = 1035214.19, Avg Reward (100) = 499321.60, Epsilon = 0.496, Avg Loss = 26424.6030, Max Q-Value = 10.11, Steps = 31, Reward Breakdown -> Delta_x Reward: 1372370.44, Border Penalty: 0.00, Obstacle Penalty: 27156.24
Episode 51: Reward = 982219.31, Avg Reward (100) = 510039.45, Epsilon = 0.496, Avg Loss = 27059.8206, Max Q-Value = 10.58, Steps = 35, Reward Breakdown -> Delta_x Reward: 1373791.63, Border Penalty: 100.00, Obstacle Penalty: 41472.34
Episode 52: Reward = 949135.81, Avg Reward (100) = 519297.88, Epsilon = 0.496, Avg Loss = 26623.4851, Max Q-Value = 10.99, Steps = 33, Reward Breakdown -> Delta_x Reward: 1374642.60, Border Penalty: 57958.08, Obstacle Penalty: 37548.67
Episode 53: Reward = -10000.00, Avg Reward (100) = 527564.00, Epsilon = 0.496, Avg Loss = 26794.4023, Max Q-Value = 11.44, Steps = 1, Reward Breakdown -> Delta_x Reward: 5000.00, Border Penalty: 100.00, Obstacle Penalty: 500.00
Episode 54: Reward = 763234.38, Avg Reward (100) = 517421.28, Epsilon = 0.496, Avg Loss = 26610.7259, Max Q-Value = 11.56, Steps = 38, Reward Breakdown -> Delta_x Reward: 1182097.96, Border Penalty: 100.00, Obstacle Penalty: 38763.57
Episode 55: Reward = -15542.75, Avg Reward (100) = 521973.37, Epsilon = 0.496, Avg Loss = 26275.6484, Max Q-Value = 12.01, Steps = 2, Reward Breakdown -> Delta_x Reward: 10000.00, Border Penalty: 100.00, Obstacle Penalty: 1126.11
Episode 56: Reward = 896386.06, Avg Reward (100) = 512200.35, Epsilon = 0.496, Avg Loss = 26132.6607, Max Q-Value = 12.12, Steps = 45, Reward Breakdown -> Delta_x Reward: 1388220.17, Border Penalty: 400.00, Obstacle Penalty: 41434.06
Episode 57: Reward = 954956.00, Avg Reward (100) = 519060.81, Epsilon = 0.495, Avg Loss = 26690.5361, Max Q-Value = 12.70, Steps = 32, Reward Breakdown -> Delta_x Reward: 1305811.91, Border Penalty: 0.00, Obstacle Penalty: 30855.86
Episode 58: Reward = -15542.75, Avg Reward (100) = 526708.10, Epsilon = 0.495, Avg Loss = 27420.1006, Max Q-Value = 13.18, Steps = 2, Reward Breakdown -> Delta_x Reward: 10000.00, Border Penalty: 100.00, Obstacle Penalty: 1126.11
Episode 59: Reward = -10000.00, Avg Reward (100) = 517358.94, Epsilon = 0.495, Avg Loss = 27464.8828, Max Q-Value = 13.20, Steps = 1, Reward Breakdown -> Delta_x Reward: 5000.00, Border Penalty: 100.00, Obstacle Penalty: 500.00
Episode 60: Reward = 1000726.25, Avg Reward (100) = 508420.66, Epsilon = 0.495, Avg Loss = 27213.5229, Max Q-Value = 13.28, Steps = 31, Reward Breakdown -> Delta_x Reward: 1342550.16, Border Penalty: 0.00, Obstacle Penalty: 31823.86
Episode 61: Reward = -15542.75, Avg Reward (100) = 516625.75, Epsilon = 0.495, Avg Loss = 27905.0811, Max Q-Value = 13.72, Steps = 2, Reward Breakdown -> Delta_x Reward: 10000.00, Border Penalty: 100.00, Obstacle Penalty: 1126.11
Episode 62: Reward = 1146253.62, Avg Reward (100) = 507901.68, Epsilon = 0.495, Avg Loss = 26990.2356, Max Q-Value = 13.75, Steps = 29, Reward Breakdown -> Delta_x Reward: 1462391.36, Border Penalty: 0.00, Obstacle Penalty: 26137.67
Episode 63: Reward = 1098546.62, Avg Reward (100) = 518197.67, Epsilon = 0.495, Avg Loss = 27423.3577, Max Q-Value = 14.23, Steps = 29, Reward Breakdown -> Delta_x Reward: 1413982.34, Border Penalty: 0.00, Obstacle Penalty: 25435.71
Episode 64: Reward = 1090864.38, Avg Reward (100) = 527409.56, Epsilon = 0.495, Avg Loss = 26813.8423, Max Q-Value = 14.72, Steps = 32, Reward Breakdown -> Delta_x Reward: 1441640.57, Border Penalty: 0.00, Obstacle Penalty: 30776.19
Episode 65: Reward = 841254.50, Avg Reward (100) = 536213.54, Epsilon = 0.495, Avg Loss = 27360.6115, Max Q-Value = 15.25, Steps = 35, Reward Breakdown -> Delta_x Reward: 1557059.48, Border Penalty: 384296.44, Obstacle Penalty: 28089.31
Episode 66: Reward = 873971.81, Avg Reward (100) = 540906.48, Epsilon = 0.495, Avg Loss = 27260.1359, Max Q-Value = 15.86, Steps = 35, Reward Breakdown -> Delta_x Reward: 1259176.17, Border Penalty: 0.00, Obstacle Penalty: 35204.38
Episode 67: Reward = 423683.41, Avg Reward (100) = 545952.93, Epsilon = 0.495, Avg Loss = 27381.0266, Max Q-Value = 16.49, Steps = 37, Reward Breakdown -> Delta_x Reward: 1300495.95, Border Penalty: 530079.25, Obstacle Penalty: 27883.84
Episode 68: Reward = -162636.47, Avg Reward (100) = 544128.01, Epsilon = 0.495, Avg Loss = 27024.4750, Max Q-Value = 17.36, Steps = 28, Reward Breakdown -> Delta_x Reward: 1155412.30, Border Penalty: 1069909.50, Obstacle Penalty: 20626.55
Episode 69: Reward = 1626970.50, Avg Reward (100) = 533734.41, Epsilon = 0.494, Avg Loss = 27002.9521, Max Q-Value = 17.68, Steps = 52, Reward Breakdown -> Delta_x Reward: 2308864.77, Border Penalty: 102962.17, Obstacle Penalty: 58932.10
Episode 70: Reward = -21168.86, Avg Reward (100) = 549578.41, Epsilon = 0.494, Avg Loss = 25071.9212, Max Q-Value = 18.79, Steps = 3, Reward Breakdown -> Delta_x Reward: 15000.00, Border Penalty: 100.00, Obstacle Penalty: 1874.17
Episode 71: Reward = 981935.12, Avg Reward (100) = 541424.88, Epsilon = 0.494, Avg Loss = 26876.9117, Max Q-Value = 18.75, Steps = 31, Reward Breakdown -> Delta_x Reward: 1323167.27, Border Penalty: 0.00, Obstacle Penalty: 31232.06
Episode 72: Reward = -486747.53, Avg Reward (100) = 547629.25, Epsilon = 0.494, Avg Loss = 27472.1977, Max Q-Value = 19.38, Steps = 35, Reward Breakdown -> Delta_x Reward: 1409199.23, Border Penalty: 1565160.00, Obstacle Penalty: 26298.21
Episode 73: Reward = 217901.70, Avg Reward (100) = 533262.91, Epsilon = 0.494, Avg Loss = 27467.1461, Max Q-Value = 20.11, Steps = 21, Reward Breakdown -> Delta_x Reward: 853310.91, Border Penalty: 479918.66, Obstacle Penalty: 16381.15
Episode 74: Reward = -123176.48, Avg Reward (100) = 528942.89, Epsilon = 0.494, Avg Loss = 27281.6083, Max Q-Value = 20.61, Steps = 17, Reward Breakdown -> Delta_x Reward: 435978.02, Border Penalty: 453323.00, Obstacle Penalty: 11793.08
Episode 75: Reward = 251452.75, Avg Reward (100) = 520130.47, Epsilon = 0.494, Avg Loss = 26790.7812, Max Q-Value = 21.04, Steps = 54, Reward Breakdown -> Delta_x Reward: 2270437.14, Border Penalty: 1428033.38, Obstacle Penalty: 50950.98
Episode 76: Reward = 1005628.69, Avg Reward (100) = 516548.10, Epsilon = 0.494, Avg Loss = 26745.5098, Max Q-Value = 22.39, Steps = 30, Reward Breakdown -> Delta_x Reward: 1338213.72, Border Penalty: 0.00, Obstacle Penalty: 32584.96
Episode 77: Reward = -21168.86, Avg Reward (100) = 522983.37, Epsilon = 0.494, Avg Loss = 26571.1660, Max Q-Value = 23.16, Steps = 3, Reward Breakdown -> Delta_x Reward: 15000.00, Border Penalty: 100.00, Obstacle Penalty: 1874.17
Episode 78: Reward = 1051117.00, Avg Reward (100) = 515916.46, Epsilon = 0.494, Avg Loss = 27221.8956, Max Q-Value = 23.23, Steps = 30, Reward Breakdown -> Delta_x Reward: 1380818.44, Border Penalty: 0.00, Obstacle Penalty: 29701.45
Episode 79: Reward = -10000.00, Avg Reward (100) = 522778.00, Epsilon = 0.494, Avg Loss = 29064.2266, Max Q-Value = 23.99, Steps = 1, Reward Breakdown -> Delta_x Reward: 5000.00, Border Penalty: 100.00, Obstacle Penalty: 500.00
Episode 80: Reward = 964349.12, Avg Reward (100) = 516033.98, Epsilon = 0.494, Avg Loss = 27285.3929, Max Q-Value = 24.11, Steps = 36, Reward Breakdown -> Delta_x Reward: 1360390.40, Border Penalty: 0.00, Obstacle Penalty: 36041.25
Episode 81: Reward = 969020.50, Avg Reward (100) = 521637.92, Epsilon = 0.494, Avg Loss = 27234.7775, Max Q-Value = 24.96, Steps = 31, Reward Breakdown -> Delta_x Reward: 1311332.28, Border Penalty: 0.00, Obstacle Penalty: 32311.84
Episode 82: Reward = -134337.41, Avg Reward (100) = 527161.16, Epsilon = 0.493, Avg Loss = 27532.4817, Max Q-Value = 25.78, Steps = 18, Reward Breakdown -> Delta_x Reward: 372388.80, Border Penalty: 394079.56, Obstacle Penalty: 13479.75
Episode 83: Reward = 1068430.62, Avg Reward (100) = 519094.10, Epsilon = 0.493, Avg Loss = 26625.3057, Max Q-Value = 26.36, Steps = 30, Reward Breakdown -> Delta_x Reward: 1400802.96, Border Penalty: 0.00, Obstacle Penalty: 32372.33
Episode 84: Reward = -94692.11, Avg Reward (100) = 525712.61, Epsilon = 0.493, Avg Loss = 27065.3896, Max Q-Value = 27.08, Steps = 16, Reward Breakdown -> Delta_x Reward: 258880.51, Border Penalty: 289355.91, Obstacle Penalty: 11953.47
Episode 85: Reward = 993851.50, Avg Reward (100) = 518326.84, Epsilon = 0.493, Avg Loss = 26896.6967, Max Q-Value = 27.62, Steps = 34, Reward Breakdown -> Delta_x Reward: 1365733.78, Border Penalty: 0.00, Obstacle Penalty: 31882.29
Episode 86: Reward = -13792.39, Avg Reward (100) = 523921.25, Epsilon = 0.493, Avg Loss = 26566.0265, Max Q-Value = 28.47, Steps = 14, Reward Breakdown -> Delta_x Reward: 359767.64, Border Penalty: 299397.28, Obstacle Penalty: 10473.61
Episode 87: Reward = 417200.53, Avg Reward (100) = 517668.77, Epsilon = 0.493, Avg Loss = 27629.2492, Max Q-Value = 28.85, Steps = 28, Reward Breakdown -> Delta_x Reward: 1083849.69, Border Penalty: 428622.34, Obstacle Penalty: 22505.59
Episode 88: Reward = -108894.01, Avg Reward (100) = 516513.96, Epsilon = 0.493, Avg Loss = 26207.3091, Max Q-Value = 29.64, Steps = 19, Reward Breakdown -> Delta_x Reward: 328220.97, Border Penalty: 326671.84, Obstacle Penalty: 13022.30
Episode 89: Reward = 173731.20, Avg Reward (100) = 509407.05, Epsilon = 0.493, Avg Loss = 26680.6668, Max Q-Value = 30.19, Steps = 30, Reward Breakdown -> Delta_x Reward: 1132579.40, Border Penalty: 704754.69, Obstacle Penalty: 23717.87
Episode 90: Reward = -320863.38, Avg Reward (100) = 505635.41, Epsilon = 0.493, Avg Loss = 26756.8873, Max Q-Value = 31.06, Steps = 31, Reward Breakdown -> Delta_x Reward: 839983.53, Border Penalty: 872514.94, Obstacle Penalty: 19458.28
Episode 91: Reward = 434457.38, Avg Reward (100) = 496452.09, Epsilon = 0.493, Avg Loss = 26417.1934, Max Q-Value = 31.97, Steps = 25, Reward Breakdown -> Delta_x Reward: 1002353.72, Border Penalty: 366197.00, Obstacle Penalty: 19535.29
Episode 92: Reward = -353668.53, Avg Reward (100) = 495770.83, Epsilon = 0.493, Avg Loss = 26662.4225, Max Q-Value = 32.72, Steps = 42, Reward Breakdown -> Delta_x Reward: 1060735.40, Border Penalty: 1002960.12, Obstacle Penalty: 31372.53
Episode 93: Reward = 322257.31, Avg Reward (100) = 486537.80, Epsilon = 0.493, Avg Loss = 26619.7820, Max Q-Value = 34.00, Steps = 49, Reward Breakdown -> Delta_x Reward: 1426802.57, Border Penalty: 621728.25, Obstacle Penalty: 44093.39
Episode 94: Reward = 111891.50, Avg Reward (100) = 484771.34, Epsilon = 0.492, Avg Loss = 26615.3756, Max Q-Value = 35.54, Steps = 37, Reward Breakdown -> Delta_x Reward: 914688.44, Border Penalty: 470871.25, Obstacle Penalty: 30595.58
Episode 95: Reward = -10000.00, Avg Reward (100) = 480804.53, Epsilon = 0.492, Avg Loss = 24956.5781, Max Q-Value = 36.73, Steps = 1, Reward Breakdown -> Delta_x Reward: 5000.00, Border Penalty: 100.00, Obstacle Penalty: 500.00
Episode 96: Reward = -106527.81, Avg Reward (100) = 475638.17, Epsilon = 0.492, Avg Loss = 27759.8605, Max Q-Value = 36.92, Steps = 12, Reward Breakdown -> Delta_x Reward: 285602.07, Border Penalty: 310848.34, Obstacle Penalty: 8771.51
Episode 97: Reward = 1096331.38, Avg Reward (100) = 469573.94, Epsilon = 0.492, Avg Loss = 25640.6257, Max Q-Value = 37.16, Steps = 35, Reward Breakdown -> Delta_x Reward: 1621280.15, Border Penalty: 135590.73, Obstacle Penalty: 39358.13
Episode 98: Reward = -10000.00, Avg Reward (100) = 476035.36, Epsilon = 0.492, Avg Loss = 25643.1758, Max Q-Value = 38.32, Steps = 1, Reward Breakdown -> Delta_x Reward: 5000.00, Border Penalty: 100.00, Obstacle Penalty: 500.00
Episode 99: Reward = -10000.00, Avg Reward (100) = 471075.81, Epsilon = 0.492, Avg Loss = 26281.7637, Max Q-Value = 38.35, Steps = 1, Reward Breakdown -> Delta_x Reward: 5000.00, Border Penalty: 100.00, Obstacle Penalty: 500.00
Episode 100: Reward = 216422.78, Avg Reward (100) = 466216.46, Epsilon = 0.492, Avg Loss = 26284.0669, Max Q-Value = 38.38, Steps = 28, Reward Breakdown -> Delta_x Reward: 1160271.68, Border Penalty: 711414.94, Obstacle Penalty: 21707.76
Episode 101: Reward = 1065555.88, Avg Reward (100) = 463718.52, Epsilon = 0.492, Avg Loss = 25538.1501, Max Q-Value = 39.33, Steps = 31, Reward Breakdown -> Delta_x Reward: 1402613.21, Border Penalty: 0.00, Obstacle Penalty: 27057.35
Episode 102: Reward = 90496.74, Avg Reward (100) = 468689.04, Epsilon = 0.492, Avg Loss = 26063.0801, Max Q-Value = 40.42, Steps = 28, Reward Breakdown -> Delta_x Reward: 801220.43, Border Penalty: 473014.62, Obstacle Penalty: 23554.74
Episode 103: Reward = 864918.62, Avg Reward (100) = 469804.84, Epsilon = 0.492, Avg Loss = 26139.8304, Max Q-Value = 41.40, Steps = 32, Reward Breakdown -> Delta_x Reward: 1323150.05, Border Penalty: 101058.67, Obstacle Penalty: 37172.86
Episode 104: Reward = -26556.62, Avg Reward (100) = 467119.45, Epsilon = 0.492, Avg Loss = 25063.4945, Max Q-Value = 42.53, Steps = 5, Reward Breakdown -> Delta_x Reward: 30891.44, Border Penalty: 300.00, Obstacle Penalty: 2949.40
Episode 105: Reward = -18059.93, Avg Reward (100) = 465415.41, Epsilon = 0.492, Avg Loss = 25838.4303, Max Q-Value = 42.71, Steps = 3, Reward Breakdown -> Delta_x Reward: 18040.07, Border Penalty: 200.00, Obstacle Penalty: 1500.00
